building,amenity,office,shop,tourism,name,height_m,height_source,area_m2,wkt
yes,,,,,,10.5,default,109.6,"POLYGON ((387679.2262799291 3948808.725748034, 387690.8708868893 3948811.2188637923, 387692.8210755753 3948802.2306976942, 387681.16740752466 3948799.7376934923, 387679.2262799291 3948808.725748034))"
yes,,,,,,10.5,default,36.2,"POLYGON ((387208.6310175662 3949007.999838173, 387212.5505913156 3949005.886710557, 387216.8301923237 3949003.6137075066, 387215.9031067892 3949001.883791611, 387214.99440218386 3949000.175829571, 387210.75990864297 3949002.437167567, 387206.7683568325 3949004.584489801, 387207.55617679335 3949006.03883455, 387208.6310175662 3949007.999838173))"
yes,,,,,,10.5,default,65.5,"POLYGON ((387840.91472407244 3948435.0309429346, 387849.1214988631 3948445.5327577004, 387853.002984099 3948442.521839228, 387844.7962114217 3948432.0200209697, 387840.91472407244 3948435.0309429346))"
toilets,,,,,,10.5,default,128.2,"POLYGON ((387657.61536104704 3949528.7217383073, 387667.6037645834 3949525.5669562714, 387663.8904042894 3949513.9102651794, 387653.89307947236 3949517.076257159, 387657.61536104704 3949528.7217383073))"
guardhouse,,,,,,10.5,default,11.9,"POLYGON ((387331.710575624 3949250.007663471, 387335.1715774016 3949248.8544402225, 387334.1367478731 3949245.7613787153, 387330.6757449907 3949246.914602335, 387331.710575624 3949250.007663471))"
yes,,,,,,10.5,default,1246.0,"POLYGON ((387763.2539481688 3948528.597109715, 387780.3670307881 3948547.65041958, 387812.08148741187 3948519.4388220906, 387815.19658464286 3948516.6705193897, 387815.1189523215 3948513.387834016, 387806.12177967076 3948503.3730442203, 387799.676714755 3948496.1881661857, 387763.2539481688 3948528.597109715))"
commercial,,,,,コタニタワー,10.5,default,30.6,"POLYGON ((387856.4109504102 3948453.638870075, 387860.6044428526 3948450.246841448, 387857.0278555885 3948445.8545728438, 387852.8343622928 3948449.2466031183, 387856.4109504102 3948453.638870075))"
commercial,,,,,,10.5,default,108.7,"POLYGON ((387841.37870525074 3948493.332319687, 387849.2308747269 3948487.209509181, 387842.4785899732 3948478.630700747, 387834.62641705474 3948484.7535170666, 387841.37870525074 3948493.332319687))"
yes,,,,,,10.5,default,35.3,"POLYGON ((387797.5185001624 3948392.6024648137, 387804.7273111802 3948388.5733085317, 387802.6255335747 3948384.8502430776, 387795.41686032934 3948388.8904926833, 387797.5185001624 3948392.6024648137))"
toilets,,,,,,10.5,default,148.9,"POLYGON ((387710.2924106489 3948855.4028647672, 387721.926965339 3948847.7899917755, 387716.03022188466 3948838.856576061, 387704.39551976754 3948846.458364804, 387710.2924106489 3948855.4028647672))"
commercial,,,,,,10.5,default,41.2,"POLYGON ((387869.9036665956 3948470.5747929076, 387862.9574141225 3948461.687799039, 387860.0708779391 3948463.9207143653, 387867.0171317455 3948472.8077060347, 387869.9036665956 3948470.5747929076))"
yes,,,,,第2大橋ビル,10.5,default,48.4,"POLYGON ((387844.84529198875 3948430.887868854, 387852.6352870794 3948424.8545961184, 387849.60829083394 3948420.976789874, 387841.81843409955 3948427.021156889, 387844.84529198875 3948430.887868854))"
yes,,,,,,10.5,default,66.5,"POLYGON ((387811.75006887433 3948417.8601700347, 387816.16372062976 3948425.4589625266, 387822.63821105217 3948419.908188504, 387819.30292306165 3948413.837776799, 387811.75006887433 3948417.8601700347))"
toilets,,,,,,10.5,default,91.1,"POLYGON ((387748.94844425516 3948959.8255994814, 387754.9190455495 3948958.1305542407, 387750.88490793196 3948944.0151322046, 387744.9142976947 3948945.7101799054, 387748.94844425516 3948959.8255994814))"
yes,,,,,,10.5,default,78.5,"POLYGON ((387831.1206476735 3948422.8407692253, 387840.1094679484 3948434.342214095, 387844.35852605256 3948431.0493181376, 387835.36970831687 3948419.5478690816, 387831.1206476735 3948422.8407692253))"
guardhouse,,,,,皇宮警察坂下護衛署坂下門警備派出所,3.5,levels_x3.5,11.8,"POLYGON ((387462.85642793064 3949464.092399155, 387465.9696293071 3949463.354087444, 387465.00928936945 3949459.7053943044, 387461.99647314195 3949460.508996103, 387462.85642793064 3949464.092399155))"
yes,,,,,正門,10.5,default,384.8,"POLYGON ((387284.589337722 3949147.1360628344, 387297.4645130439 3949141.7699440806, 387311.24894750386 3949136.015137566, 387306.0789983167 3949123.74471766, 387292.3304652406 3949129.476889247, 387279.41921619605 3949134.8545657713, 387284.589337722 3949147.1360628344))"
yes,,,,,,10.5,default,84.2,"POLYGON ((387607.8724134369 3948833.012697129, 387619.76380161376 3948828.535895339, 387617.413566803 3948822.3421677495, 387605.52217125695 3948826.8189724693, 387607.8724134369 3948833.012697129))"
yes,,,,,日比谷マリンビル,10.5,default,987.1,"POLYGON ((387729.6707302937 3948560.7706701257, 387741.08117304323 3948572.6518927794, 387741.34747890034 3948570.0859389626, 387742.9449367428 3948568.279718522, 387745.2435256139 3948567.518524328, 387747.66607159376 3948567.2549715424, 387750.2426324782 3948569.152700748, 387750.68350951746 3948571.809565954, 387750.4030218891 3948574.6863155463, 387763.8551994237 3948561.8810098637, 387762.36930067313 3948560.335591058, 387765.3655935034 3948557.480021849, 387767.4477455723 3948559.6502411035, 387779.14710513444 3948548.531109445, 387762.0405150393 3948530.709094584, 387750.9495728386 3948541.2658927795, 387752.8390138951 3948543.2277662572, 387749.85177024594 3948546.083225331, 387747.5862228075 3948543.7267367598, 387729.6707302937 3948560.7706701257))"
commercial,,,,,,10.5,default,32.9,"POLYGON ((387863.91548694135 3948475.209735371, 387866.17394718283 3948473.417388203, 387859.05545501143 3948464.510382882, 387856.7969937881 3948466.3027318134, 387863.91548694135 3948475.209735371))"
yes,,,,,中村ビル,10.5,default,41.3,"POLYGON ((387824.4432751164 3948395.812602674, 387828.63393014454 3948402.238308015, 387833.150222476 3948399.3192131645, 387828.9686200251 3948392.893391579, 387824.4432751164 3948395.812602674))"
yes,,,,,コタニタワー,10.5,default,45.0,"POLYGON ((387860.6913096303 3948449.9573157695, 387867.09092935163 3948444.9289112524, 387863.65079968 3948440.590386204, 387857.2513184805 3948445.6298848316, 387860.6913096303 3948449.9573157695))"
yes,,,,,,10.5,default,462.4,"POLYGON ((387831.4508006902 3948425.332632309, 387815.6196759242 3948437.5798876756, 387829.84357352724 3948455.782274434, 387845.67468328844 3948443.5350437504, 387831.4508006902 3948425.332632309))"
guardhouse,,,,,,10.5,default,12.1,"POLYGON ((387468.9210147406 3949453.4102247437, 387471.91174152796 3949453.0062709237, 387471.8615789354 3949452.6186337457, 387471.38198406185 3949449.052600906, 387468.3822065216 3949449.456669456, 387468.9210147406 3949453.4102247437))"
yes,,,,,,10.5,default,110.0,"POLYGON ((387801.35158782423 3948398.666586591, 387807.5548334003 3948409.63738935, 387815.16810716473 3948405.381267689, 387808.96472850186 3948394.399368149, 387801.35158782423 3948398.666586591))"
yes,,,,,,10.5,default,54.8,"POLYGON ((387833.98845036584 3948410.513032288, 387838.9346854342 3948407.2335250834, 387833.78683576075 3948399.5552373207, 387828.8497885121 3948402.845724795, 387833.98845036584 3948410.513032288))"
commercial,,,,,NAVIRE HIBIYA,10.5,default,66.7,"POLYGON ((387820.8038776809 3948481.855036956, 387829.89128670783 3948474.629463373, 387826.2954725523 3948470.1487016603, 387817.20806155226 3948477.374278827, 387820.8038776809 3948481.855036956))"
yes,,,,,,10.5,default,38.3,"POLYGON ((387847.67411197093 3948434.124752851, 387855.6793582903 3948427.933458838, 387853.3424828196 3948424.945516247, 387845.34628571686 3948431.1366981324, 387847.67411197093 3948434.124752851))"
yes,,,,,,10.5,default,74.1,"POLYGON ((387621.4674680516 3948827.2607938843, 387631.6653093117 3948823.426653824, 387629.24962799385 3948817.0673485813, 387619.0519204708 3948820.9125829297, 387621.4674680516 3948827.2607938843))"
yes,,,,,,10.5,default,188.5,"POLYGON ((387638.0697387973 3948838.1443943153, 387658.63611103676 3948841.8337257085, 387660.24361856864 3948832.949722741, 387639.6773669779 3948829.2714788946, 387638.0697387973 3948838.1443943153))"
yes,,,,,,10.5,default,63.8,"POLYGON ((387744.2687638788 3949091.686275247, 387750.3724449499 3949089.068784049, 387746.568204224 3949080.2531411382, 387740.4645179972 3949082.870634793, 387744.2687638788 3949091.686275247))"
commercial,,,,,,10.5,default,84.1,"POLYGON ((387852.1885015592 3948468.3687825715, 387856.24944689224 3948465.2335731485, 387851.66761668265 3948459.36746366, 387852.9585660943 3948458.374954031, 387848.772335763 3948453.014154676, 387843.4296286411 3948457.1528557376, 387852.1885015592 3948468.3687825715))"
yes,,,,,東宝シアタークリエビル,10.5,default,1081.0,"POLYGON ((387727.6915080886 3948335.95330014, 387725.6744841102 3948339.661802102, 387737.2091732387 3948363.511304856, 387771.7295059003 3948348.143670093, 387757.07896103174 3948321.981648927, 387727.6915080886 3948335.95330014))"
public,,,,,東京宝塚ビル,10.5,default,3247.6,"POLYGON ((387682.81614665454 3948423.0047816676, 387735.9175679104 3948398.8602984007, 387712.7028957006 3948348.2566575953, 387659.60122332606 3948372.401271836, 387682.81614665454 3948423.0047816676))"
commercial,,,,,松井ビル,10.5,default,165.5,"POLYGON ((387858.9317393926 3948463.3138497593, 387873.1346760715 3948451.8748424184, 387868.1053219419 3948445.6926588044, 387856.6624918758 3948454.9225384044, 387853.0488630885 3948450.4641778576, 387850.2979421613 3948452.684292062, 387858.9317393926 3948463.3138497593))"
toilets,,,,,,10.5,default,55.7,"POLYGON ((387794.4652436655 3949076.49781583, 387800.7594659246 3949074.6323110145, 387798.3215639589 3949066.4982891646, 387792.0273363024 3949068.363795558, 387794.4652436655 3949076.49781583))"
guardhouse,,,,,桔梗門警備派出所,10.5,default,37.6,"POLYGON ((387766.24065234856 3949527.105189148, 387776.4826135998 3949523.958422215, 387775.435695853 3949520.6103174863, 387765.2026402816 3949523.7458795263, 387766.24065234856 3949527.105189148))"
yes,,,,,,10.5,default,98.2,"POLYGON ((387832.541726764 3948409.921144966, 387826.51457698795 3948399.99088932, 387819.2737630695 3948404.353235644, 387825.3009184016 3948414.28348657, 387832.541726764 3948409.921144966))"
commercial,,,,,,10.5,default,93.5,"POLYGON ((387856.6944469827 3948481.135981835, 387863.024575971 3948476.3414124832, 387855.8731949223 3948466.979992617, 387849.5430626803 3948471.7745669247, 387856.6944469827 3948481.135981835))"
yes,,,,,KADOYA BLD.,10.5,default,48.7,"POLYGON ((387838.5863061281 3948422.668923361, 387846.25976786955 3948416.725863117, 387843.1774837876 3948412.771102159, 387835.4951099277 3948418.7253708746, 387838.5863061281 3948422.668923361))"
yes,,,,,なる巳ビル,10.5,default,103.8,"POLYGON ((387853.88671007555 3948442.255541757, 387862.1339368117 3948435.8726120796, 387856.0154847037 3948428.02905997, 387847.75920413533 3948434.4121093517, 387853.88671007555 3948442.255541757))"
yes,,,,,,10.5,default,147.1,"POLYGON ((387656.983601689 3948817.7928618696, 387672.02812313463 3948812.1336541623, 387668.779118047 3948803.577268181, 387653.73458371754 3948809.236481011, 387656.983601689 3948817.7928618696))"
yes,,,,,日本生命日比谷ビル,28.0,levels_x3.5,3522.0,"POLYGON ((387631.10430399206 3948445.3459808533, 387681.3919171703 3948423.477607318, 387658.3428004208 3948370.9528358094, 387594.74101803615 3948401.5316298753, 387631.10430399206 3948445.3459808533))"
yes,,,,,,10.5,default,374.0,"POLYGON ((387715.0002921836 3948826.112091931, 387706.22992524185 3948806.8093039105, 387688.49017082684 3948814.787761401, 387693.8904194802 3948826.68939047, 387698.2104873938 3948824.7378269103, 387701.5809150901 3948832.1611542916, 387715.0002921836 3948826.112091931))"
commercial,,,,,,10.5,default,135.3,"POLYGON ((387826.56026441546 3948488.9820587393, 387842.2350725709 3948476.5482022935, 387839.6599548601 3948473.330306369, 387833.3595058666 3948478.3242005454, 387830.60057803086 3948474.8867570455, 387821.2260748795 3948482.3156348853, 387826.56026441546 3948488.9820587393))"
retail,,,,,,10.5,default,1106.7,"POLYGON ((387745.9360054181 3948900.4691866706, 387720.25946578267 3948854.0788666653, 387706.0437595126 3948862.2901167064, 387698.3316203024 3948869.4319036226, 387707.2317876653 3948877.517541807, 387715.1100464228 3948886.3926403304, 387722.13798397436 3948896.742824545, 387729.41126404074 3948909.319703274, 387745.9360054181 3948900.4691866706))"
commercial,,,,,千代田ビル,10.5,default,286.2,"POLYGON ((387839.7734612776 3948471.565014023, 387850.90912352555 3948485.3468232187, 387855.40779382654 3948481.75125921, 387846.73640809406 3948471.0112447273, 387850.45539314684 3948468.035654988, 387842.05983967736 3948457.6360622244, 387828.38476785214 3948468.580348403, 387834.3159131649 3948475.9270393467, 387839.7734612776 3948471.565014023))"
guardhouse,,,,,,10.5,default,5.0,"POLYGON ((387389.5291576896 3949157.154523309, 387390.5424468088 3949157.119498186, 387391.23000146524 3949156.3786165155, 387391.19020475197 3949155.3807062977, 387390.4665628655 3949154.702077994, 387389.4170745241 3949154.737561754, 387388.7565285523 3949155.4670078713, 387388.67347934237 3949156.0560152666, 387388.88002164516 3949156.641353564, 387389.5291576896 3949157.154523309))"
yes,,,,,内幸町東急ビル,10.5,default,1092.4,"POLYGON ((387480.27358621045 3948022.717567827, 387493.2545817381 3948017.7054586266, 387479.40364763245 3947983.302385585, 387477.64803287445 3947979.0536169736, 387452.7200081771 3947989.2423040164, 387454.46658233873 3947993.4911825783, 387447.3790327867 3947996.3875451623, 387455.8122980609 3948016.848092095, 387462.899833475 3948013.9517358104, 387474.9314712193 3948009.029270179, 387480.27358621045 3948022.717567827))"
yes,,,,,内幸町ホール,10.5,default,206.3,"POLYGON ((387571.2174858099 3948037.3642468336, 387573.5966772024 3948036.524340011, 387573.5910770397 3948034.6496150885, 387576.740931017 3948033.189823993, 387570.9059418066 3948019.884883992, 387564.69449363655 3948010.4563274393, 387563.37951462914 3948010.983255284, 387562.81947292085 3948012.5101421243, 387562.4154005146 3948014.201458674, 387562.12941064936 3948015.924562424, 387561.9793245166 3948017.6570410687, 387561.95609115245 3948019.39900905, 387562.0686211049 3948021.1392602203, 387562.3075828869 3948022.855725651, 387562.67311668734 3948024.559497046, 387563.16494191304 3948026.22839103, 387563.7830584993 3948027.862407625, 387564.5271858592 3948029.4393634675, 387565.3790819348 3948030.9483958, 387566.3479378099 3948032.400481894, 387567.41537119285 3948033.7736672997, 387568.59043293033 3948035.0678376006, 387569.86379163247 3948036.2609239044, 387571.2174858099 3948037.3642468336))"
hotel,,,,,帝国ホテル本館,59.5,levels_x3.5,9512.9,"POLYGON ((387569.950526957 3948366.6787983514, 387576.38491071464 3948363.6909405915, 387568.1886397001 3948346.1781571684, 387579.9595837067 3948340.715533245, 387595.0031288651 3948372.8627869533, 387700.92426077265 3948323.733563998, 387684.8387781505 3948289.3362405845, 387672.9398964777 3948263.9050354497, 387670.5398085482 3948258.787991073, 387668.3080022408 3948259.8256943384, 387667.5825726729 3948258.292868269, 387661.0490862961 3948261.326281692, 387661.67243709764 3948262.660714697, 387638.5982286838 3948273.3690632912, 387633.67657130037 3948262.837003974, 387628.09699887194 3948265.4257408367, 387627.55748210533 3948264.278839337, 387620.85303213296 3948267.392098115, 387621.2252920418 3948268.1972158696, 387616.4105434088 3948270.4213019963, 387621.4156362247 3948281.1076064114, 387596.4335899301 3948292.694380861, 387596.99177138036 3948293.88541851, 387584.1588139039 3948299.838464405, 387578.995196196 3948288.788099387, 387560.1687652739 3948297.523775786, 387571.98409513495 3948322.7673092913, 387559.09717280726 3948328.7432631454, 387550.28652432933 3948309.8959548073, 387544.6170597113 3948312.5302570737, 387557.37205501634 3948339.7808988173, 387569.950526957 3948366.6787983514))"
yes,,,,,日土地幸町ビル,10.5,default,1472.9,"POLYGON ((387438.75944403035 3948109.2285266155, 387469.46703872626 3948092.965066903, 387449.49519074627 3948055.5777087966, 387418.7874975029 3948071.841234305, 387438.75944403035 3948109.2285266155))"
yes,,,,,アーバンネット内幸町ビル,136.84,measured,1466.6,"POLYGON ((387418.6233836502 3947978.0923730694, 387479.60266212665 3947951.8166019195, 387476.3580416966 3947944.358477027, 387478.44677726703 3947943.4556603725, 387475.9108012942 3947937.6304013063, 387473.82206456154 3947938.5332185216, 387470.8848202743 3947931.7590005877, 387409.9054248573 3947958.034827992, 387418.6233836502 3947978.0923730694))"
