stakeholder,height_m,area_m2,euluc,function
resident,8.508899666666666,45.84460064843223,居住用地,
resident,7.900633000000001,98.96697240345787,居住用地,Other
resident,8.770233,43.12035337175023,居住用地,
resident,8.406099666666668,99.95587641868032,居住用地,Other
resident,8.54076633333333,44.40756800430098,居住用地,
resident,8.179766333333333,98.93376964641196,居住用地,Other
resident,7.139166333333323,71.86874124198448,居住用地,
resident,9.735632999999998,104.96446213768125,居住用地,
resident,6.285366333333325,60.707604882843405,居住用地,
resident,8.702432999999996,44.89144171554511,居住用地,
resident,6.166499666666675,135.1818017606528,居住用地,
resident,17.2626996666667,588.5961541753938,居住用地,Residence
resident,19.420699666666664,675.5685458996592,居住用地,Residence
resident,8.027566333333349,64.20837240595681,居住用地,
resident,7.088299666666676,200.65262767994892,居住用地,
resident,14.206566333333337,678.8352983419009,居住用地,Residence
resident,8.451566333333338,27.486127398048378,居住用地,Residence
resident,15.305966333333323,818.0312172851106,居住用地,
resident,6.502233000000004,187.79528834414097,居住用地,
resident,9.630366333333333,337.41053992695095,居住用地,
resident,8.230099666666664,98.8906183968728,居住用地,Other
resident,7.865232999999998,104.34820168737623,居住用地,Other
resident,8.310432999999994,22.961644982092434,居住用地,
resident,25.23429966666668,1336.9574271128408,居住用地,Public service
resident,8.96236633333335,72.5849462697449,居住用地,
resident,6.616633000000014,80.85568947934797,居住用地,
resident,6.543966333333338,257.4684845378297,居住用地,
resident,5.708099666666668,87.22725660177701,居住用地,
resident,9.95703299999999,238.1111476290513,居住用地,Other
resident,12.464833000000004,52.701251695244316,居住用地,Other
resident,20.287366333333342,54.10456015829659,居住用地,
resident,22.865766333333298,345.3401351565216,居住用地,Other
resident,7.773233000000012,183.7397886930317,居住用地,Other
resident,9.643899666666687,228.27936056032638,居住用地,
resident,8.934033000000017,360.5645990380822,居住用地,Other
resident,8.98429966666668,66.8474889113229,居住用地,
resident,8.431766333333348,65.24989490872912,居住用地,Other
resident,12.403699666666668,142.39336538890208,居住用地,Other
resident,7.755433000000011,214.62815576974492,居住用地,
resident,5.837166333333335,103.49530970484129,居住用地,Other
resident,6.959033000000012,149.858822589275,居住用地,Other
resident,13.639366333333346,59.056807529296606,居住用地,Other
unknown,11.937099666666672,24.654787145260446,,
resident,13.390566333333316,959.1823558864227,居住用地,
resident,9.359833000000007,121.35360924842946,居住用地,
resident,16.43303300000001,453.5773908966525,居住用地,Residence
resident,13.905832999999998,126.8696883120019,居住用地,
resident,11.811166333333349,450.7409147004607,居住用地,Residence
resident,47.04363300000001,631.4996998888438,居住用地,Residence
resident,7.716632999999999,149.32063453315112,居住用地,
resident,13.336433000000005,1298.9757810115575,居住用地,
resident,38.88829966666666,878.174752115884,居住用地,Residence
resident,11.788033000000022,71.42322909154012,居住用地,Residence
resident,11.16896633333335,34.11335830557193,居住用地,
resident,6.414966333333326,92.33684872852521,居住用地,
resident,11.303766333333344,89.15891713010112,居住用地,Residence
resident,9.060832999999999,181.33432917105088,居住用地,Residence
resident,20.24256633333333,699.8160675783579,居住用地,Residence
resident,6.76343300000001,38.841096749402446,居住用地,
resident,24.01316633333329,822.4262256864251,居住用地,Residence
resident,21.633099666666645,615.8723507684164,居住用地,Residence
resident,23.621499666666704,619.7424656372732,居住用地,Residence
resident,12.836633000000019,80.03384128217081,居住用地,
