building,amenity,office,shop,tourism,name,height_m,height_source,area_m2,wkt,stakeholder,scenario
roof,,,,,,3.5,levels_x3.5,154.1,"POLYGON ((373051.501073 147173.347724, 373051.58712 147166.935626, 373052.265252 147165.641846, 373053.533305 147164.790003, 373068.486329 147161.96399, 373069.83275 147162.151307, 373071.101525 147162.858257, 373074.875405 147167.002238, 373075.39898 147168.339683, 373075.378072 147171.247229, 373074.46569 147171.269762, 373074.445534 147175.802432, 373072.298085 147175.825536, 373072.317167 147168.971259, 373072.016403 147168.230695, 373071.126075 147167.822062, 373058.219076 147167.850145, 373058.243852 147173.300382, 373051.501073 147173.347724))",unknown,current
residential,,,,,,105.0,levels_x3.5,931.3,"POLYGON ((373312.985502 146921.697513, 373311.713732 146914.490068, 373302.968914 146916.21872, 373295.512591 146913.15985, 373293.634278 146917.72654, 373290.874333 146916.611231, 373290.418733 146917.904907, 373294.458467 146919.483947, 373293.94733 146920.987698, 373297.041118 146922.191295, 373296.007529 146924.789759, 373297.498777 146925.363945, 373295.754036 146930.041125, 373286.806541 146926.573899, 373287.451229 146925.136417, 373280.351109 146922.397986, 373279.706421 146923.835467, 373270.803438 146920.379275, 373272.126117 146917.338468, 373272.781891 146915.812539, 373274.28427 146916.397775, 373275.29559 146913.766156, 373278.411631 146914.969743, 373279.056283 146913.454875, 373283.0515 146915.011825, 373283.551576 146913.651797, 373280.791636 146912.547543, 373281.480668 146910.756273, 373276.105456 146908.591919, 373277.172419 146905.982385, 373278.084974 146906.335733, 373279.051925 146904.002626, 373277.86114 146903.516744, 373280.173075 146898.253372, 373282.9664 146899.368666, 373283.466527 146898.119191, 373286.738388 146899.422203, 373287.294098 146898.06215, 373295.952252 146901.430013, 373293.99622 146906.361563, 373292.760913 146905.842535, 373291.771796 146908.363591, 373288.733586 146907.03836, 373288.133451 146908.575318, 373302.945804 146914.361447, 373305.883017 146913.82944, 373305.615186 146912.115998, 373302.555558 146912.60384, 373301.061238 146905.363332, 373307.458554 146904.155359, 373307.759547 146905.39341, 373314.791026 146904.052482, 373314.489916 146902.56016, 373323.980215 146900.809054, 373324.750232 146905.739346, 373323.370578 146905.872645, 373323.817018 146908.846305, 373320.312235 146909.146413, 373320.535687 146911.136257, 373313.059016 146912.212064, 373314.230065 146918.159255, 373314.843483 146921.298667, 373317.502563 146920.844175, 373317.669755 146921.474248, 373322.809821 146920.421629, 373323.155448 146921.93604, 373326.370768 146921.271242, 373326.906115 146924.0127, 373328.274581 146923.746743, 373329.322955 146929.085951, 373320.055172 146930.792734, 373319.843076 146929.300372, 373310.686534 146930.951827, 373310.898646 146932.477356, 373301.875635 146934.150861, 373300.838489 146929.032752, 373302.251462 146928.766774, 373301.660639 146926.368055, 373304.898212 146925.703246, 373304.541443 146924.155674, 373309.948526 146923.047655, 373309.770126 146922.240703, 373312.985502 146921.697513))",resident,current
residential,,,,,,108.5,levels_x3.5,931.0,"POLYGON ((373216.867672 146886.575041, 373216.890583 146888.00116, 373218.615534 146888.66368, 373221.664127 146888.374837, 373221.629926 146886.594955, 373218.325351 146886.740198, 373217.833811 146882.484147, 373217.487496 146879.477275, 373223.962966 146878.844138, 373224.108093 146879.883266, 373231.329055 146879.249785, 373231.172496 146877.547347, 373240.540816 146876.691771, 373241.232938 146881.59999, 373239.630713 146881.656005, 373239.776742 146884.651914, 373236.494339 146884.620262, 373236.57319 146886.709671, 373234.147597 146886.788176, 373234.148076 146887.827371, 373241.804617 146890.74243, 373243.960645 146885.191693, 373247.43286 146886.649387, 373245.276771 146892.06746, 373252.254458 146894.717506, 373252.799041 146893.357457, 373249.705289 146892.231247, 373250.75004 146889.710165, 373249.336669 146889.113833, 373251.303848 146884.226499, 373260.184579 146887.682701, 373259.495303 146888.943319, 373262.878513 146890.423165, 373261.422466 146893.795692, 373263.881892 146894.701089, 373261.592359 146900.285053, 373256.740282 146898.507393, 373254.939637 146902.598671, 373252.224219 146901.527563, 373251.768614 146902.810184, 373255.808348 146904.389224, 373255.297212 146905.892975, 373258.391 146907.096572, 373257.357412 146909.695036, 373258.848659 146910.269222, 373258.248565 146911.894623, 373257.103919 146914.946404, 373248.156422 146911.479177, 373248.80111 146910.041695, 373241.700988 146907.303264, 373241.0563 146908.740746, 373232.153315 146905.284555, 373233.3315 146902.575471, 373234.131768 146900.717818, 373235.634148 146901.303054, 373236.645467 146898.671434, 373239.761509 146899.875021, 373240.406162 146898.360152, 373244.401384 146899.928157, 373245.023905 146898.678625, 373242.174961 146897.596523, 373243.853033 146893.118367, 373232.401689 146888.933703, 373225.381028 146889.611312, 373224.303005 146892.364571, 373228.331613 146893.943615, 373227.831603 146895.447362, 373230.925392 146896.650959, 373229.891803 146899.249423, 373231.383056 146899.834664, 373230.760729 146901.504296, 373229.638311 146904.500791, 373220.690818 146901.04462, 373221.335501 146899.596083, 373214.235378 146896.857652, 373213.59069 146898.295134, 373204.687709 146894.849998, 373206.666162 146890.283261, 373208.168536 146890.857442, 373209.179856 146888.225822, 373212.295898 146889.429408, 373212.940551 146887.91454, 373211.5606 146887.406634, 373212.672198 146885.07346, 373216.867672 146886.575041))",resident,current
residential,,,,,,105.0,levels_x3.5,1090.4,"POLYGON ((373318.032082 146983.339328, 373317.231784 146985.13065, 373315.773891 146984.501172, 373314.662554 146987.398164, 373309.776895 146985.178309, 373308.687704 146987.84313, 373306.30612 146986.838199, 373305.072338 146989.624695, 373296.124819 146986.102193, 373299.548028 146977.809167, 373283.645149 146971.791384, 373282.322537 146974.97591, 373283.813769 146975.51693, 373280.312842 146984.174816, 373275.538576 146982.231292, 373276.060966 146981.003917, 373273.501323 146979.932737, 373274.735039 146977.002523, 373273.199249 146976.350971, 373276.088747 146968.865225, 373262.088777 146963.366162, 373261.044012 146965.854078, 373259.686285 146965.279831, 373258.363673 146968.464357, 373259.854905 146969.005377, 373256.353978 146977.663264, 373251.579712 146975.71974, 373252.102102 146974.492365, 373249.542459 146973.421185, 373250.776174 146970.490971, 373248.572714 146969.696009, 373252.484626 146959.512305, 373253.651536 146956.482624, 373250.702421 146955.334237, 373253.391913 146948.445567, 373259.501633 146950.919128, 373258.945862 146952.146518, 373265.923512 146954.719176, 373266.501424 146953.248559, 373275.293119 146956.66058, 373273.292423 146961.249438, 373272.01262 146960.752541, 373270.912246 146963.29576, 373267.929746 146962.136333, 373267.351798 146963.529563, 373279.203911 146968.167306, 373279.770711 146966.72986, 373276.765953 146965.559388, 373277.76617 146962.983051, 373276.052348 146962.320525, 373278.030785 146957.720623, 373286.911508 146961.165769, 373286.266821 146962.603251, 373293.244531 146965.308572, 373293.855833 146963.86005, 373302.692039 146967.283107, 373300.85827 146971.927163, 373299.489437 146971.397141, 373298.33343 146973.940385, 373295.28416 146972.758878, 373294.717374 146974.22949, 373306.625124 146978.878263, 373307.147381 146977.363451, 373304.042468 146976.15986, 373305.087182 146973.561391, 373303.584803 146972.976155, 373305.340675 146968.310024, 373314.288168 146971.77725, 373313.64348 146973.214732, 373320.732477 146975.964223, 373321.377165 146974.526742, 373330.291266 146977.971873, 373329.246455 146980.360291, 373328.301687 146982.538613, 373326.799313 146981.964433, 373325.787994 146984.596051, 373322.683081 146983.39246, 373322.027297 146984.896278, 373318.032082 146983.339328))",resident,current
residential,,,,,,12.0,default,1766.1,"POLYGON ((373227.655766 146948.43533, 373227.289013 146949.364141, 373227.122316 146949.806429, 373232.553177 146952.003921, 373231.641866 146954.348058, 373232.676847 146954.76768, 373231.354239 146957.963262, 373232.845467 146958.493227, 373229.34454 146967.151115, 373224.570273 146965.207591, 373225.092663 146963.980216, 373222.533019 146962.909036, 373223.766735 146959.978822, 373221.563274 146959.183859, 373225.408569 146949.309733, 373210.440427 146943.50157, 373209.128931 146946.663981, 373210.609052 146947.238172, 373207.108125 146955.896061, 373202.300508 146954.018884, 373202.845121 146952.725167, 373200.263254 146951.720329, 373201.519193 146948.723772, 373199.972301 146948.127502, 373202.895143 146940.564351, 373188.872939 146935.120576, 373187.850448 146937.652704, 373186.503868 146937.122672, 373185.325801 146940.086028, 373186.805923 146940.660218, 373183.304991 146949.307053, 373178.486257 146947.451992, 373179.041991 146946.147214, 373176.460124 146945.142377, 373177.716062 146942.14582, 373175.334507 146941.207221, 373177.957264 146934.373855, 373172.125838 146932.176549, 373173.292711 146929.06948, 373164.434241 146925.635381, 373163.122751 146928.808848, 373164.591745 146929.383044, 373161.135275 146937.930361, 373156.327656 146936.053185, 373156.883401 146934.770517, 373154.301528 146933.754624, 373155.54635 146930.780183, 373153.999458 146930.183912, 373156.877829 146922.698167, 373142.944651 146917.287518, 373141.933302 146919.852807, 373140.542209 146919.311741, 373139.297372 146922.253017, 373140.766367 146922.827213, 373137.309978 146931.551415, 373132.357696 146929.64114, 373132.857792 146928.325332, 373130.387217 146927.37572, 373131.576303 146924.180198, 373129.728933 146923.462459, 373132.607155 146915.65611, 373134.529662 146910.415025, 373131.435872 146909.211429, 373132.469459 146906.612964, 373130.978211 146906.038778, 373132.72295 146901.361594, 373141.670452 146904.828818, 373141.025764 146906.266301, 373148.125894 146909.015785, 373148.770582 146907.578303, 373157.67357 146911.034493, 373155.695118 146915.601231, 373154.192738 146915.015996, 373153.170293 146917.647621, 373150.065376 146916.44403, 373149.420724 146917.9589, 373156.743435 146920.807779, 373158.913317 146921.171601, 373159.100043 146915.909207, 373162.905408 146915.951672, 373162.385707 146923.005173, 373166.681403 146924.68359, 373168.39289 146920.282804, 373176.850711 146923.529149, 373178.540098 146919.460031, 373175.981218 146920.047141, 373175.624617 146918.864392, 373171.430326 146919.927634, 373170.951183 146918.424338, 373167.735933 146919.243912, 373167.044825 146916.535691, 373165.487266 146916.934399, 373164.149843 146912.13703, 373173.450689 146909.733745, 373173.774078 146911.281333, 373181.150228 146909.376423, 373180.815717 146907.839896, 373190.072066 146905.458742, 373191.153599 146910.311505, 373189.59604 146910.710213, 373190.331664 146913.440525, 373187.105293 146914.271158, 373187.462088 146915.874008, 373183.301173 146916.926178, 373183.535472 146918.307978, 373180.475946 146919.016927, 373179.986966 146920.310619, 373178.497759 146924.158539, 373181.60267 146925.351075, 373179.880087 146929.818198, 373187.647947 146932.843756, 373188.225859 146931.373139, 373185.221099 146930.202667, 373186.221317 146927.626329, 373184.507493 146926.963804, 373186.48593 146922.3639, 373195.366658 146925.809045, 373194.721971 146927.246527, 373201.699684 146929.951847, 373202.310981 146928.49227, 373211.147197 146931.92638, 373209.313423 146936.559383, 373207.944589 146936.029362, 373206.788587 146938.583662, 373203.739315 146937.402155, 373203.172536 146938.883823, 373215.080286 146943.521539, 373215.602538 146941.995672, 373212.497623 146940.79208, 373213.542337 146938.193611, 373212.039963 146937.61943, 373213.795829 146932.942243, 373222.743326 146936.409468, 373222.098644 146937.858005, 373229.187644 146940.607495, 373229.832332 146939.170013, 373238.746438 146942.615143, 373236.756859 146947.181886, 373235.254485 146946.607705, 373234.243166 146949.239325, 373231.138251 146948.035734, 373230.482467 146949.539552, 373227.655766 146948.43533))",resident,current
yes,shelter,,,,,3.5,levels_x3.5,202.1,"POLYGON ((373207.706058 146901.360158, 373203.382924 146912.561137, 373219.05217 146918.623248, 373223.408674 146907.400144, 373207.706058 146901.360158))",unknown,current
yes,shelter,,,,,3.5,levels_x3.5,201.7,"POLYGON ((373324.20685 146885.563744, 373326.594325 146899.348555, 373330.087839 146898.738905, 373339.72281 146897.04301, 373336.878081 146880.958915, 373324.20685 146885.563744))",unknown,current
garage,parking,,,,,24.5,levels_x3.5,3757.3,"POLYGON ((373331.891674 146901.568221, 373344.505381 146965.284934, 373347.706189 146981.413084, 373350.360554 146994.866113, 373367.227186 146991.6302, 373367.639986 146994.040057, 373375.316812 146992.698831, 373375.696303 146995.263476, 373388.713428 146992.770042, 373370.353457 146894.320357, 373355.011022 146897.212849, 373331.891674 146901.568221))",informal,current
yes,,,,,,3.5,levels_x3.5,210.5,"POLYGON ((373358.51456 146870.059514, 373361.199378 146877.16681, 373368.363868 146874.720297, 373373.076348 146887.464841, 373379.639995 146885.018605, 373372.164602 146864.713536, 373358.51456 146870.059514))",unknown,current
yes,shelter,,,,,12.0,default,137.1,"POLYGON ((372135.369368 147460.426171, 372138.324654 147450.93934, 372133.516947 147448.907409, 372131.412225 147445.127478, 372122.200471 147447.696611, 372120.821874 147450.096256, 372124.538964 147451.708594, 372128.245473 147454.4928, 372130.694918 147457.830358, 372132.29889 147461.511025, 372135.369368 147460.426171))",unknown,current
roof,shelter,,,,,12.0,default,158.2,"POLYGON ((372684.053795 146721.887536, 372675.959722 146711.267152, 372666.494141 146718.391135, 372674.588214 146729.011519, 372684.053795 146721.887536))",unknown,current
industrial,,,,,,12.0,default,38.0,"POLYGON ((372052.124929 146805.018047, 372056.485655 146802.926565, 372059.927122 146810.00036, 372055.566396 146812.091842, 372052.124929 146805.018047))",developer,current
construction,,,,,,3.5,levels_x3.5,358.6,"POLYGON ((372478.836224 146731.722272, 372499.61351 146763.507659, 372501.471127 146762.312827, 372504.510887 146766.95464, 372502.341813 146768.348612, 372506.795681 146775.167662, 372512.969197 146771.195952, 372510.441633 146767.338827, 372506.448317 146769.91656, 372505.401658 146768.314028, 372509.706431 146765.537155, 372485.009737 146727.739507, 372478.836224 146731.722272))",informal,current
construction,shelter,,,,,3.5,levels_x3.5,201.1,"POLYGON ((372604.193853 146715.11444, 372618.209403 146706.086838, 372623.709924 146714.50842, 372624.801125 146716.188318, 372610.796703 146725.215915, 372604.193853 146715.11444))",informal,current
construction,parking,,,,,12.0,default,2642.6,"POLYGON ((372502.341813 146768.348612, 372504.510887 146766.95464, 372501.471127 146762.312827, 372499.61351 146763.507659, 372478.836224 146731.722272, 372467.735022 146738.880191, 372447.190013 146752.1229, 372484.836337 146809.736681, 372485.548947 146810.808714, 372493.924901 146805.409848, 372516.88369 146790.607227, 372511.750607 146782.749295, 372506.795681 146775.167662, 372502.341813 146768.348612))",informal,current
construction,shelter,,,,,3.5,levels_x3.5,206.4,"POLYGON ((372436.212738 146738.585256, 372443.961399 146748.133436, 372457.063876 146737.646945, 372449.315216 146728.098764, 372436.212738 146738.585256))",informal,current
